park_code,price_type,cost,fee_type,pass_category,description,id 
pais,fee,15.00,Entrance - Non-commercial Groups,,Non-commercial groups traveling in a vehicle with a capacity of 16 persons or more are charged per person. This entrance pass is valid for one week from the date of purchase. Fees will not exceed the commercial fee for the same-sized vehicle. Youth 15 and younger are free. Individuals or families with any valid Annual or Lifetime pass may use their pass for entry.,F1992299-204D-4DAA-8167-3F845C6732B3
pais,pass,45.00,,Annual Entrance - Park,Admits the passholder and up to 15 passengers in the same private (non-commercial) vehicle or motorcycle. It expires one year from the month of purchase.,A7CA3ACE-94B9-40C0-A8FE-7DB822192BA8
pefo,fee,25.00,Entrance - Private Vehicle,,"Admits one private, non-commercial vehicle (15-passenger capacity or less) and all occupants. Valid for 7 days.",7CFAFE03-B790-42AB-AAAC-AB6DCD9AF2FA
pefo,fee,15.00,Entrance - Per Person,,"Admits one individual with no motor vehicle (bicyclist, hiker, pedestrian). Youth 15 and under are admitted free of charge. Valid for 7 days.",E67095D3-4E07-4479-8A48-95DA46B5289D
pefo,fee,20.00,Entrance - Motorcycle,,"Admits one or two passengers on a single private, non-commercial motorcycle. Valid for 7 days.",2E9747F0-9248-4E83-88C8-99BCFB75B003
pefo,fee,25.00,Commercial Entrance - Sedan,,"$25 flat fee + $10 per person (Sedans, SUVs, Minivans)

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",9A8338BC-CC64-4FEB-BDE7-3A1569A303E2
pefo,fee,10.00,Commercial Entrance - Per Person,,"$25 flat fee + $10 per person (Sedans, SUVs, Minivans)

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",07E4730C-AF6D-4864-BFF7-4A0B3596E4B5
pefo,fee,50.00,Commercial Entrance - Van,,"Capacity of 7 to 15 passengers - $50 (Vans).

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",7F8A2EBF-0BC0-4BBF-86AA-48FE6E90166D
pefo,fee,60.00,Commercial Entrance - Mini-bus,,"Capacity of 16-25 passengers - $60

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",BDAFC533-BF9B-4A4B-8525-37ECAC624173
pefo,fee,150.00,Commercial Entrance - Motor Coach,,"Capacity of 26+ passengers - $150 (Large tour buses, motorcoaches).

If you are conducting an income generating tour of the park, you are subject to commercial tour fees. Fees for commercial vehicles are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",33648BDB-A7A7-42DD-B49E-7DF8D35C8A90
pefo,fee,15.00,Entrance - Non-commercial Groups,,"Capacity of 16 or more $15/person.  Anyone that is 15 or younger is exempt from paying an entrance fee, in addition to anyone with a valid pass. A pass may cover immediate family members or up to 4 people traveling with the group.

A non-commercial organized group is a group traveling together, such as scouts, a club, a church, or other group that has organized its own itinerary. Fees are based on the capacity of the vehicle, not the number of passengers on board, and are valid for 7 days.",C745797E-459E-4AD5-8FF3-3171590F95E8
pefo,pass,45.00,,Annual Entrance - Park,"Come here often? Consider purchasing an annual pass. The park's annual pass costs $45 and is valid at Petrified Forest National Park. It admits the pass owner and all accompanying passengers in a single, private, non-commercial vehicle. The pass is available to purchase in the park at the entrance stations and is good for one year from the month of issue.",102E4716-2C80-4EC2-A6FA-430CFDAD7860
pevi,fee,10.00,Timed Entry Reservation - Location,,"On the day of your visit, purchase tickets and schedule a time to go up the Memorial to the observation deck.   Tickets are sold in the visitor center, daily 10 am to 5:45 pm. Adults,16 and older are $10. Children 15 and younger are free and must be accompanied by an adult.",5826ECDD-5644-4845-9828-FBED1B700E78
pevi,pass,35.00,,Annual Entrance - Park,"This pass is good for unlimited visits to Perry's Victory and International Peace Memorial. It is valid for 12 months from the date of purchase. With the signed pass in hand and personal identification, the pass-holder and 3 other adults (16 and older) are admitted to the observation deck for free.  On the day of each visit, all pass holders are required to show the pass to the fee ranger in the visitor center and schedule a specific time to ride the elevator.",63906A6F-11D1-4816-93D7-29338F209429
pinn,fee,30.00,Entrance - Private Vehicle,,This pass is valid for 1-7 days and includes everyone traveling in a single vehicle to Pinnacles East Entrance and West Entrance.,5FD4A1F4-7430-48B3-B89B-33855587BBB9
pinn,fee,25.00,Entrance - Motorcycle,,"This pass is valid for 1-7 days and includes everyone traveling on a motorcycle, scooter, or similar motorized vehicle to Pinnacles East Entrance and West Entrance.",48BBDD79-8D4F-49A2-BA86-A9D73E26A06A
pinn,fee,15.00,Entrance - Per Person,,This entry fee is for a single person traveling on foot or by bicycle.  It is valid for 1-7 days to Pinnacles East Entrance and West Entrance.,213B9B62-4C1F-4FC8-9393-552E8FCDAC13
pinn,fee,15.00,Entrance - Non-commercial Groups,,"Non-commercial groups traveling in vehicles that have a capacity of 16 passengers or more pay $15 per person up to the maximums listed for commercial groups with comparable passenger capacity ($40 or $100). People 15 years old or younger, anyone with a pass that may be used for park entry, and drivers hired for transportation only are exempt from the per person fee.",F7B31AAB-CC17-4B84-BE4E-119CB4C76D6F
pinn,fee,30.00,Commercial Entrance - Sedan,,"The charge for vehicles with a seating capacity of 1-6 passengers is $30. This entrance fee is for commercial tours of one or more people traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. Passenger ages or entrance passes do not affect the price.",4BFBB2A3-7932-4A9A-96E8-685A5788A053
pinn,fee,40.00,Commercial Entrance - Van,,"This entrance fee is for commercial tours of vehicles with a seating capacity of 7-15 people that has been packaged, priced, or sold for leisure or recreational puposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passengers ages or entrance passes do not affect the price.",DAD4C961-89BF-4B27-B138-D4F803454D5B
pinn,fee,40.00,Commercial Entrance - Mini-bus,,"This entrance fee is for commercial trous of vehicles with a seating capacity of 16-25 people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the sevice. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passengers ages or entrance passes do not affect the price.",07DD8FF3-B640-4A44-9E06-B3F4C6BC928E
pinn,fee,100.00,Commercial Entrance - Motor Coach,,"This entrance fee is for commercial tours of vehicles with a seating capacity of 26 or more people that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. This fee is based on the seating capacity of the vehicle and not the actual number of passengers. Passenger ages or entrance passes do not affect the price.",D9DBE99B-A2E2-4E86-90E8-DBAD807C1EF8
pinn,fee,0.00,Entrance - Education/Academic Groups,,"School groups and other academic institutions may qualify for an Educational Fee Waiver. If not qualified, please check fees for large or commercial groups.",42E3907C-21CC-4B1C-9D32-4E4116516EEA
pinn,pass,55.00,,Annual Entrance - Park,"This pass is valid for 12 months from the month of purchase. It covers the entrance fee to Pinnacles National Park for the pass signee and accompanying passengers entering in a single, non-commercial vehicle. Pinnacles Annual Passes are available at park entrance stations.",7C30CDF6-4056-459B-86EB-E9CCB601A544
piro,fee,25.00,Entrance - Private Vehicle,,This pass admits the driver and all passengers in a private-use vehicle for seven consecutive days to all areas of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.,988878A2-BF4E-424F-993D-870C9D90DDFF
piro,fee,20.00,Entrance - Motorcycle,,This pass admits a motorcyclist and passenger (if applicable) to all areas of Pictured Rocks National Lakeshore for 7 consecutive days. This fee does not cover additional fees associated with activities such as camping or commercial tours.,531F000F-540B-438E-BC08-B8A58E062FF4
piro,fee,15.00,Entrance - Snowmobile,,This pass admits a snowmobile to all parts of Pictured Rocks National Lakeshore for 7 consecutive days. This fee does not cover additional fees associated with activities such as camping or commercial tours.,2240CC60-4298-45AD-AAC2-B9F05E519037
piro,fee,15.00,Entrance - Per Person,,"This pass admits one walk-in, bicycle-in, or boat-in person to all parts of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.",588573B2-88EF-4424-BD28-AAF44BCD153D
piro,fee,25.00,Commercial Entrance - Sedan,,"This admits a commercial sedan to all areas of Pictured Rocks National Lakeshore. The flat rate for this pass is $25, plus an additional $5 per person age 16+. This fee does not cover additional fees associated with activities such as camping or commercial tours.",1FFAC568-7189-42A6-A513-895587DA9496
piro,fee,40.00,Commercial Entrance - Van,,"This pass admits a commercial van with a capacity of 7-16 persons, regardless of capacity, to all parts of Pictured Rocks National Lakeshore. This fee does not cover additional fees associated with activities such as camping or commercial tours.",A1ABAE65-548A-46A8-BF06-A45F246D5E8B
piro,fee,40.00,Commercial Entrance - Mini-bus,,This fee admits a commercial mini-bus to all parts of Pictured Rocks National Lakeshore. A mini-bus is defined as a vehicle with a 16-25 person capacity. The fee is charged regardless of occupancy of the vehicle. This fee does not cover additional fees associated with activities such as camping or commercial tours.,E7DE362F-1BD2-49F2-B76A-E35E2959726F
piro,fee,100.00,Commercial Entrance - Motor Coach,,"This fee applies to commercial vehicles with a 26+ person vehicle capacity, regardless of occupancy. This fee does not cover additional fees associated with activities such as camping or commercial tours.",A55DD800-7484-4E5B-912F-9F6C568C639C
piro,pass,45.00,,Annual Entrance - Park,"This annual pass is specific to Pictured Rocks National Lakeshore. It admits a driver and passengers in a private vehicle, or the cardholder plus three additional people to the park for 12 months from the purchase month. This pass does not cover other fees associated with activities such as camping or commercial tours.",587B797E-6527-4345-8D15-55A860411CCF
pisp,fee,10.00,Entrance - Per Person,,There is a $10 fee per person 16 years of age and older.  Children under 15 enter for free.  This fee includes a $3/person Tribal use fee to the Kaibab Band of Paiute Indians.  All Interagency Passes are accepted.,B624DBF8-597D-4403-A7DE-D93479BE1854
prwi,fee,20.00,Entrance - Private Vehicle,,Valid seven (7) consecutive days.,DF77B04A-3235-4710-B1D2-ED17471D6CD1
prwi,fee,15.00,Entrance - Motorcycle,,Valid seven (7) consecutive days.,F9ED929D-14B7-4A65-9570-210F191DD7B1
prwi,fee,10.00,Entrance - Per Person,,Valid seven (7) consecutive days.,4EBAA1B5-2282-4368-A23B-44DB0C442D84
prwi,pass,35.00,,Annual Entrance - Park,"The Prince William Forest Park annual pass provides unlimited entry to the park for one year through the month of purchase (example - a pass purchased on January 1, 2022 will be valid through January 31, 2023). The pass covers admission for the passholder (who must be present) and all individuals in a single vehicle, or for the passholder and three adults who walk into the park. The pass can be purchased at the visitor center or entrance station (when in operation).",828D4500-6C45-46B8-B2A4-2F20109D9518
puho,fee,20.00,Entrance - Private Vehicle,,"Admits one single, private, non-commercial vehicle and all of its passengers (up to 8 persons). Organized non-profit groups (service organizations, scouts, church groups, college/school clubs) are not eligible for the vehicle permit. Good for entry into Puʻuhonua o Hōnaunau National Historical Park for seven days from the date of purchase.",03E3A525-163C-4635-AA92-527EA1D5E7DC
