wheelchair,latitude,longitude,accomm_type,state,name,street,house_number,city,website,phone 
yes,-93.2261606,44.8575867,hotel,MN,Hyatt Regency Bloomington - Minneapolis,East 81st Street,3200,Bloomington,https://www.hyatt.com/en-US/hotel/minnesota/hyatt-regency-bloomington-minneapolis/msprb,+1 952-922-1234
yes,-97.1169019,36.1125513,hotel,OK,Residence Inn,South Murphy Street,800,Stillwater,https://www.marriott.com/hotels/travel/pncri-residence-inn-stillwater/,+1 405-707-0588
yes,-150.162886,61.7750788,caravan_site,,Willow Creek State Recreation Area,,,,https://dnr.alaska.gov/parks/aspunits/matsu/willowcksra.htm,
yes,-146.5454534,62.282783,caravan_site,,Lake Louise State Recreation Area,,,,https://dnr.alaska.gov/parks/aspunits/matsu/lklouisesra.htm,
yes,-82.5207261,40.7583284,hotel,OH,M Star Hotel,Park Avenue West,137,Mansfield,https://www.magnusonhotels.com/M-Star-Hotel-Mansfield/,+1-419-522-5142
limited,-100.9078348,29.3418152,caravan_site,TX,Hidden Valley RV Park,Bolner Lane,341,Del Rio,,
yes,-76.3076407,40.062872,hotel,,Days Inn & Suites Lancaster,Lititz Pike,1492,Lancaster,http://www.daysinn.com/hotels/pennsylvania/lancaster/days-inn-and-suites-conference-center/hotel-overview?partner_id=&hotel_id=12306,+1 717-293-8400
yes,-82.8283945,27.953497,hotel,FL,Clearwater Beach Marriott Suites on Sand Key,Gulf Boulevard,1201,Clearwater Beach,https://www.marriott.com/en-us/hotels/tpams-clearwater-beach-marriott-suites-on-sand-key/overview/,+1-727-596-1100
yes,-111.8686719,40.6311892,hotel,UT,Crystal Inn Hotel & Suites,East Winchester Street,818,Murray,https://www.crystalinnmidvalley.com/,+1-888-685-9300
yes,-92.4113771,41.0185707,hotel,IA,Hotel Ottumwa,East Second Street,107,Ottumwa,,
yes,-122.3362245,47.6233705,hotel,WA,Moxy Seattle North,Republican Street,1016,Seattle,https://www.marriott.com/hotels/travel/seaox-moxy-seattle-north/,+1 206-708-8200
yes,-79.9614469,36.0758368,hotel,NC,Four Points by Sheraton,Thorndike Road,7619,Greensboro,https://www.marriott.com/hotels/travel/gsofp-four-points-greensboro-airport/,+1-336-882-6666
yes,-122.3388784,47.6199666,hotel,WA,citizenM,Westlake Avenue North,201,Seattle,https://www.citizenm.com/,
yes,-97.2415633,37.7208193,hotel,KS,Hilton Garden Inn Wichita,North Bradley Fair Parkway,2041,Wichita,https://www.hilton.com/en/hotels/ictwhgi-hilton-garden-inn-wichita/,+1 316-219-4444
yes,-83.3494391,42.2437588,hotel,MI,"Holiday Inn Detroit Metro Airport, an IHG Hotel",Merriman Road,8400,Romulus,https://www.ihg.com/holidayinn/hotels/us/en/romulus/dttms/hoteldetail,+1 734 729 8400
yes,-81.7601241,24.5715995,hotel,FL,The Laureate Key West,North Roosevelt Boulevard,3444,Key West,https://www.thelaureatekeywest.com/,+1-305-295-7509
yes,-118.2645229,34.0473293,hotel,CA,Hotel Indigo,Francisco Street,899,Los Angeles,,
yes,-86.2745679,30.3668882,camp_site,,,,,,,
yes,-157.8265202,21.2792386,hotel,HI,"The Laylow, Autograph Collection",Kuhio Avenue,2299,Honolulu,https://www.marriott.com/en-us/hotels/hnlak-the-laylow-autograph-collection/overview/,+1-808-922-6600
yes,-117.1667906,32.7175266,hotel,CA,"Hotel Republic San Diego, Autograph Collection",West B Street,421,San Diego,https://www.marriott.com/en-us/hotels/sanya-hotel-republic-san-diego-autograph-collection/overview/,+1-619-398-3100
yes,-75.6821113,41.3634658,hotel,PA,SpringHill Suites by Marriott Scranton Montage Mountain,Radcliffe Drive,19,Moosic,https://www.marriott.com/en-us/hotels/avpsh-springhill-suites-scranton-wilkes-barre/overview/,+1 570 207 1212
yes,-76.4790359,42.4803754,hotel,,Homewood Suites,,,,https://homewoodsuites3.hilton.com/en/hotels/new-york/homewood-suites-by-hilton-ithaca-ITHHWHW/index.html,+1-607-266-0000
yes,-80.0315346,35.9964238,hotel,NC,InTown Suites,North Main Street,2860,High Point,https://www.intownsuites.com/extended-stay-locations/north-carolina/high-point/high-point/,+1-336-886-5665
yes,-83.4723984,33.5527908,hotel,GA,Days Inn Madison,Eatonton Road,2020,Madison,https://www.wyndhamhotels.com/days-inn/madison-georgia/days-inn-madison-ga/overview,+1 706-342-2121
yes,-83.0032963,39.9776262,hotel,OH,Graduate Columbus,North High Street,750,Columbus,https://www.graduatehotels.com/columbus/,+1-614-484-1900
yes,-117.3501937,33.1563952,hotel,CA,SpringHill Suites,Carlsbad Boulevard,3136,Carlsbad,https://www.marriott.com/hotels/travel/sansc-springhill-suites-san-diego-carlsbad/,+1 442-333-9892
yes,-77.1457566,38.8674131,hotel,VA,Comfort Inn Falls Church - Tysons Corner,Arlington Boulevard,6111,Falls Church,https://www.choicehotels.com/virginia/falls-church/comfort-inn-hotels/va090,+1 703-534-9100
yes,-157.8301162,21.2844994,hotel,HI,Club Wyndham Royal Garden at Waikiki,ʻOlohana Street,440,Honolulu,https://clubwyndham.wyndhamdestinations.com/us/en/resorts/wyndham-hotels-resorts/united-states-of-america/hawaii/honolulu/club-wyndham-royal-garden-at-waikiki,
yes,-115.1744726,36.0908077,hotel,NV,Four Seasons Hotel Las Vegas,South Las Vegas Boulevard,3950,Las Vegas,,
yes,-117.8610991,33.6687231,hotel,,Extended Stay America - Orange County - John Wayne Airport,MacArthur Boulevard,4590,Newport Beach,,
yes,-147.7452404,65.0786837,camp_site,,Olnes Pond Campground,,,,https://dnr.alaska.gov/parks/aspunits/northern/olnespond.htm,
yes,-116.5438941,48.3113928,hotel,ID,Hotel Ruby Ponderay,US 95;US 2,477255,Ponderay,https://hotelrubysandpoint.com/,+1-208-263-5383
limited,-75.9701352,40.1913149,camp_site,,Sun Retreats Lancaster County,,,,https://www.sunoutdoors.com/pennsylvania/sun-retreats-lancaster-county,+17174455525
yes,-123.8304085,46.1885338,hotel,OR,Hotel Elliott Astoria,12th Street,357,Astoria,https://hotelelliott.com/,+1 503 3252222
yes,-115.1581581,36.1137377,hotel,NV,Fortune Hotel & Suites,East Flamingo Road,325,Las Vegas,http://www.fortunelasvegas.com,702-830-4010
yes,-111.6666814,35.1880328,hotel,AZ,DoubleTree,West Historic Route 66,1175,Flagstaff,https://www.hilton.com/en/hotels/flgssdt-doubletree-flagstaff/,+1 928-773-8888
yes,-86.1180516,39.9119815,hotel,,Ironworks Hotel,,,,,
yes,-124.1017672,43.9760414,hotel,OR,Le Chateau Inn,Oregon Coast Highway,1084,Florence,https://www.wyndhamhotels.com/travelodge/florence-oregon/travelodge-florence-or/overview,+1 541-997-3481
yes,-97.7378356,30.2592266,hotel,TX,Homewood Suites Austin Downtown,East Avenue,78,Austin,https://www.hilton.com,+1-512-320-5454
yes,-82.1103628,34.917603,hotel,SC,Quality Inn,East Main Street,1391,Duncan,https://www.choicehotels.com/,864-433-1333
yes,-82.1116949,34.9166976,hotel,SC,Days Inn,East Main Street,1386,Duncan,https://www.wyndhamhotels.com/days-inn,+1 864-249-3500
yes,-96.6509383,33.1345458,hotel,TX,Residence Inn,Murray Farm Road,295,Fairview,https://www.marriott.com/en-us/hotels/dalfv-residence-inn-dallas-allen-fairview/overview/,+1 972-548-4800
yes,-122.3344587,47.61486,hotel,WA,Hyatt Regency Seattle,Howell Street,808,Seattle,https://www.hyatt.com/en-US/hotel/washington/hyatt-regency-seattle/sears,+1 206-973-1234
yes,-148.9123825,63.3926269,caravan_site,AK,Cantwell RV Park,Denali Highway,134.9,Cantwell,https://cantwellrvpark.wordpress.com/,+1 907 888-6850
yes,-80.0538066,40.4193297,hotel,PA,Hampton Inn Pittsburgh/Greentree,Trumbull Drive,555,Pittsburgh,https://www.hilton.com/en/hotels/pitgnhx-hampton-pittsburgh-greentree/,+1 412-922-0100
yes,-111.9705196,33.3181819,hotel,AZ,Sonesta Select Phoenix Chandler,North 54th Street,920,Chandler,https://www.sonesta.com/sonesta-select/az/chandler/sonesta-select-phoenix-chandler/,+1-480-763-9500
yes,-82.7474545,27.7338207,hotel,FL,Postcard Inn on the Beach,Gulf Boulevard,6300,Saint Pete Beach,https://postcardinn.com,+1-727-367-2711
yes,-98.4722584,29.4199801,hotel,,La Hacienda Inn,East Commerce Street,1524,San Antonio,https://lahaciendainnalamodome.com/,+1 210-272-0391
yes,-81.8030976,24.5591094,hotel,FL,Ridley House - Key West Historic Inns,Caroline Street,601,Key West,https://www.keywesthistoricinns.com/the-inns/ridley-house/,+1 305  294 6969
yes,-122.0193561,36.9732921,hotel,CA,Hyatt Place Santa Cruz,Broadway,407,Santa Cruz,https://www.hyatt.com/en-US/hotel/california/hyatt-place-santa-cruz/sjczs,+1 831-226-2300
yes,-84.7314598,45.7799705,hotel,MI,Baymont Mackinaw City,South Nicolet Street,109,Mackinaw City,https://www.wyndhamhotels.com/baymont/mackinaw-city-michigan/baymont-inn-and-suites-mackinaw-city/overview,+1 231-436-7737
yes,-91.4055556,31.5624071,hotel,,Natchez Grand Hotel,,,,,
yes,-104.7703373,39.819028,hotel,CO,Residence Inn Denver Airport/Convention Center,Tower Road,6762,Denver,https://www.marriott.com/hotels/travel/denra-residence-inn-denver-airport-convention-center/,+1 303-307-9100
yes,-83.0006516,39.9688024,hotel,OH,Sonesta Columbus Downtown,East Nationwide Boulevard,33,Columbus,https://www.sonesta.com/sonesta-hotels-resorts/oh/columbus/sonesta-columbus-downtown/,+1 614 461 4100
yes,-97.3922276,27.8003761,hotel,TX,Omni Corpus Christi Hotel,North Shoreline Boulevard,900,Corpus Christi,https://www.omnihotels.com/hotels/corpus-christi,+1-361-887-1600
yes,-81.3386934,41.6662432,hotel,OH,Best Western,Mentor Avenue,8434,Mentor,https://www.bestwestern.com/en_US/book/hotel-rooms.36124.html,+1 440-205-7378
yes,-122.6757679,45.6128671,hotel,OR,Holiday Inn Columbia Riverfront,North Hayden Island Drive,909,Portland,,+1 503 283 4466
yes,-77.7578884,39.3352683,camp_site,,Harpers Ferry Campground,,,,https://www.riverriders.com/camping-harpers-ferry,+1 304 535 2663
yes,-80.1928057,40.4603229,hotel,PA,Pittsburgh Airport Marriott,Aten Road,777,Coraopolis,https://www.marriott.com/en-us/hotels/pitmc-pittsburgh-airport-marriott/overview/,+1-412-788-8800
yes,-84.3815183,33.7870681,hotel,GA,"The Starling Atlanta Midtown, Curio Collection by Hilton",14th Street Northeast,188,Atlanta,https://www.hilton.com/en/hotels/atltwqq-the-starling-atlanta-midtown/,+1-404-892-6000
yes,-117.0394175,46.7343032,hotel,ID,La Quinta Inn,War Bonnet Drive,185,Moscow,https://www.wyndhamhotels.com/laquinta/moscow-idaho/la-quinta-moscow-pullman/overview,+1 208-882-5365
yes,-107.4541023,44.0334429,camp_site,WY,Ten Sleep RV Park,2nd Street,98,Ten Sleep,http://www.tensleeprvpark.com,+1-307-366-2250
yes,-105.498339,44.2761584,hotel,WY,La Quinta Inn,East Boxelder Road,450,Gillette,https://www.wyndhamhotels.com/laquinta/gillette-wyoming/la-quinta-gillette/overview,+1-307-686-6000
yes,-76.5156927,42.4225074,hotel,NY,Fairfield Inn & Suites,Elmira Road,359,Ithaca,https://www.marriott.com/hotels/fact-sheet/travel/ithfi-fairfield-inn-and-suites-ithaca/,+1 607-277-1000
yes,-122.2486721,47.2343783,hotel,WA,Holiday Inn Express & Suites,136th Avenue Court East,2500,Sumner,https://www.ihg.com/holidayinnexpress/hotels/us/en/sumner/seasu/hoteldetail,+1 253-299-0205
yes,-113.3026453,37.177086,hotel,UT,Wingate by Wyndham Hurricane Near Zion National Park,West State Street,780,Hurricane,https://www.wyndhamhotels.com/wingate/hurricane-utah/wingate-by-wyndham-hurricane-zion-national-park/overview?CID=LC:WG::GGL:RIO:National:49552&iata=00093796,+1-435-359-9100
yes,-97.6773151,30.4104618,hotel,TX,Staybridge Suites Austin North - Parmer Lane,North Interstate 35,13000,Austin,https://www.ihg.com/staybridge/hotels/us/en/austin/ausst/hoteldetail,+1-512-410-4747
yes,-104.6077537,38.2671613,hotel,CO,Courtyard - Pueblo Downtown,West City Center Drive,110,Pueblo,https://www.marriott.com/pubcy,+1 719-542-3200
yes,-104.6060091,38.2665586,hotel,CO,SpringHill Suites Pueblo Downtown,South Santa Fe Avenue,150,Pueblo,https://www.marriott.com/hotels/travel/pubsh-springhill-suites-pueblo-downtown/,+1 719-546-1234
yes,-114.357086,34.4950794,caravan_site,AZ,Campbell Cove RV Park,Industrial Boulevard,1523,Lake Havasu City,www.campbellcovervresort.com,+1-928-854-7200
limited,-79.9546471,40.4461877,hotel,PA,Courtyard Pittsburgh University Center,Lytton Avenue,100,Pittsburgh,https://www.marriott.com/en-us/hotels/pityu-courtyard-pittsburgh-university-center/overview/,+1 412-682-6200
yes,-121.8354624,45.3814366,camp_site,,Lost Creek Campground,,,,https://www.fs.usda.gov/recarea/mthood/recarea/?recid=53418,
limited,-83.2471043,35.0778602,camp_site,,Van Hook Glade Campground,,,,,
yes,-96.1024922,33.0975144,hotel,TX,Comfort Suites,Center Point Road,2005,Greenville,https://www.choicehotels.com/texas/greenville/comfort-suites-hotels,+1 903-259-6343
limited,-86.8091959,36.1453756,hotel,TN,Marriott,West End Avenue,2555,Nashville,https://www.marriott.com/hotels/fact-sheet/travel/bnaav-nashville-marriott-at-vanderbilt-university/,+1-615-321-1300
yes,-86.7985199,36.1512002,hotel,TN,Hampton,West End Avenue,1919,Nashville,https://www.hilton.com/en/hotels/bnavnhx-hampton-nashville-vanderbilt/,+1 615-329-1144
yes,-84.3386515,33.9278096,hotel,GA,Le Méridien Atlanta Perimeter,Perimeter Center West,111,Atlanta,https://www.marriott.com/hotels/travel/atllm-le-meridien-atlanta-perimeter/,+1-770-396-6800
yes,-80.963559,35.0271308,hotel,SC,Courtyard,Broadcloth Street,1385,Fort Mill,https://www.marriott.com/hotels/travel/cltft-courtyard-charlotte-fort-mill-sc/,+1 803-548-0156
yes,-97.6771127,30.4790841,hotel,TX,Holiday Inn Express & Suites,State Highway 45 Frontage Road,301,Round Rock,,+1 512-243-7877
yes,-87.5718795,33.2091467,hotel,AL,Home2 Suites by Hilton Tuscaloosa Downtown University Boulevard,University Boulevard,2610,Tuscaloosa,https://www.hilton.com/en/hotels/tclubht-home2-suites-tuscaloosa-downtown-university-boulevard/,+1 205-349-2002
yes,-111.9254878,33.4860511,hotel,AZ,Courtyard Scottsdale Old Town,North Scottsdale Road,3311,Scottsdale,https://www.marriott.com/phxsc,+1 480-429-7785
limited,-118.7221556,34.6000608,camp_site,,Oak Flat,,,,,
yes,-81.7962217,24.5532198,hotel,FL,Winslow's Bungalows - Key West Historic Inns,Truman Avenue,725,Key West,https://www.keywesthistoricinns.com/the-inns/winslows-bungalows/,+1-305-294-5229
yes,-92.2855833,38.9624164,hotel,MO,Fairfield Inn & Suites Columbia,Woodland Springs Court,1115,Columbia,https://www.marriott.com/coufs,
yes,-92.284056,38.9622747,hotel,MO,Residence Inn Columbia,Woodland Springs court,1100,Columbia,https://www.marriott.com/couri,+1 573-442-5601
yes,-72.2887526,43.7020322,hotel,NH,Hanover Inn Dartmouth,East Wheelock Street,2,Hanover,https://www.hanoverinn.com/,+1-603-643-4300
yes,-81.4724142,28.4517315,hotel,,Rosen Inn International,,,,,
yes,-81.4681173,28.4567842,hotel,,The Enclave Suites,,,,,
yes,-122.6563657,45.5226981,hotel,,Jupiter Next,,,,,
yes,-73.6582093,40.6565413,hotel,NY,Rockville Centre Hotel,Sunrise Highway,1,Lynbrook,https://rockvillecentrehotel.com/,+1 (516) 596-3000
yes,-81.4172342,28.3474071,hotel,,,,,,,
yes,-72.5641686,41.8051665,hotel,CT,Hampton,Pleasant Valley Road,1432,Manchester,https://www.hilton.com/en/hotels/hfdmchx-hampton-suites-hartford-manchester/,+1 860-644-1732
yes,-97.3736977,30.3371966,hotel,TX,Holiday Inn Express & Suites,West US Highway 290,258,Elgin,https://www.ihg.com/holidayinnexpress/hotels/us/en/elgin/egntx/hoteldetail,+1 888-465-4329
yes,-72.0884327,41.4924656,hotel,,Sky Tower,,,,,
yes,-71.018368,42.2292649,hotel,MA,Marriott Boston Quincy,Marriott Drive,1000,Quincy,https://www.marriott.com/en-us/hotels/bosqu-marriott-boston-quincy/overview/,+1 617-472-1000
yes,-86.1595654,39.9356255,hotel,IN,Sonesta Select,103rd Street,37,Indianapolis,https://www.sonesta.com/sonesta-select/in/indianapolis/sonesta-select-indianapolis-carmel/,+1-317-571-1110
yes,-80.9496983,33.9696023,hotel,SC,Comfort Inn & Suites,Garner's Ferry Road,7337,Columbia,https://www.choicehotels.com/south-carolina/west-columbia/quality-inn-hotels,+1 803-667-4198
yes,-87.9428608,41.7472926,hotel,IL,Delta Hotels by Marriott Chicago Willowbrook,South Kingery Highway,7800,Willowbrook,https://www.marriott.com/hotels/travel/chido-delta-hotels-chicago-willowbrook/,+1-708-290-0006
yes,-122.20116,47.618258,hotel,WA,Hyatt Regency Bellevue on Seattle's Eastside,Bellevue Way Northeast,900,Bellevue,https://bellevue.regency.hyatt.com/en/hotel/home.html,+1 425-462-1234
yes,-90.6450875,40.4580526,hotel,,Best Western,East Jackson Street,1655,Macomb,https://www.bestwestern.com/en_US/book/hotels-in-macomb/best-western-macomb-inn/propertyCode.14185.html,+1 309-836-6700
yes,-90.6460885,40.4569256,hotel,IL,Hampton,East Jackson Street,1639,Macomb,https://www.hilton.com/en/hotels/mqbilhx-hampton-macomb/,+1 309-837-6000
yes,-111.6938057,35.1395922,hotel,,Luke Air Force Base Recretion Area Hotel,,,,,
yes,-122.2445807,47.4397406,hotel,WA,TownPlace Suites - Seattle Southcenter,72nd Avenue South,18123,Kent,https://www.marriott.com/seakt,+1 253-796-6000
yes,-104.7989849,41.1634662,hotel,WY,Staybridge Suites Cheyenne,Frontier Mall Drive,5109,Cheyenne,,+1-800-297-2977
yes,-106.3939731,31.7926087,hotel,TX,Hawthorn Suites by Wyndham El Paso Airport,Boeing Drive,6789,El Paso,https://www.wyndhamhotels.com/hawthorn-extended-stay/longview-texas/hawthorn-suites-longview/overview,+1-915-613-3798
yes,-96.4418155,32.0718621,hotel,TX,Holiday Inn Express,Bryant,620,Corsicana,https://www.ihg.com/holidayinnexpress/hotels/us/en/corsicana/crcna/hoteldetail,+1 903-874-7440
yes,-96.4421084,32.072734,hotel,TX,Hampton,Bryant's Way,623,Corsicana,https://www.hilton.com/en/hotels/crstxhx-hampton-suites-corsicana/,+1 903-872-2238
yes,-111.9402659,40.8314785,caravan_site,UT,Pony Express RV Resort,Recreation Way,1012,North Salt Lake,https://www.sunrvresorts.com/resorts/west/utah/pony-express-rv-resort/,+1-877-421-7002
yes,-72.5536179,42.8908665,hotel,VT,Hampton Inn & Suites,Putney Road,1378,Brattleboro,https://www.hilton.com/en/hotels/bravthx-hampton-brattleboro/,+1 802-254-5700
yes,-90.0495715,35.1515303,hotel,TN,Sheraton Memphis Downtown Hotel,North Main Street,250,Memphis,https://www.marriott.com/hotels/travel/memds-sheraton-memphis-downtown-hotel/,+1-901-527-7300
limited,-156.237662,20.7685116,camp_site,,Hosmer Grove,,,,,
yes,-149.1418666,61.407819,caravan_site,,Eklutna Lake Campground,,,,https://dnr.alaska.gov/parks/aspunits/chugach/eklutnalkcamp.htm,
yes,-75.4252408,40.6443268,hotel,PA,Sonesta Select Allentown Bethlehem Airport,Motel Drive,2160,Bethlehem,https://www.sonesta.com/us/pennsylvania/bethlehem/sonesta-select-allentown-bethlehem-airport,+1 610 317 6200
limited,-70.8864453,42.8973422,hotel,,Seabrook Inn,,,,,
yes,-98.4462189,29.3495603,hotel,TX,Embassy Suites,South New Braunfels Avenue,7610,San Antonio,https://www.hilton.com,+1 210-534-1000
yes,-97.9353962,30.3094672,hotel,TX,Sonesta Bee Cave Austin Hill Country,Bee Cave Parkway,12525,Bee Cave,https://www.sonesta.com/sonesta-hotels-resorts/tx/bee-cave/sonesta-bee-cave-austin/,+1 512 483 5900
yes,-95.3326784,29.9488019,hotel,TX,Hampton Inn & Suites,John Fitzgerald Kennedy Boulevard,15831,Houston,https://www.hilton.com/en/hotels/houbihx-hampton-suites-houston-bush-intercontinental-aprt/,+1 281-442-4600
yes,-87.918121,41.7620208,hotel,IL,SpringHill Suites by Marriott Chicago Southwest at Burr Ridge/Hinsdale,North Frontage Road,90,Burr Ridge,https://www.marriott.com/en-us/hotels/chibu-springhill-suites-chicago-southwest-at-burr-ridge-hinsdale/overview/,+1 630-323-7530
yes,-82.9073042,40.0589409,hotel,OH,SpringHill Suites Columbus Easton,Morse Road,4048,Columbus,https://www.marriott.com/hotels/travel/cmhse-springhill-suites-columbus-easton/,+1 614-471-3500
